GeneID	GSM4928875	GSM4928876	GSM4928877	GSM4928878	GSM4928879	GSM4928880	GSM4928881
105378593	11	16	3	4	13	6	8
6497	1431	1799	961	1177	2610	1772	1421
79906	130	170	57	64	174	114	45
100129534	55	65	19	21	64	44	10
11079	2384	2346	2997	2560	3222	3009	1734
5192	402	421	431	407	459	465	222
9651	301	177	41	145	894	510	32
55229	376	450	403	383	445	354	296
388585	0	1	0	0	0	1	0
115110	242	248	20	165	321	267	158
8764	1024	1204	94	878	938	1179	962
100996583	2	8	0	2	5	8	2
127281	200	236	120	216	168	267	181
79258	33	45	20	32	26	49	22
105378597	0	0	1	0	0	2	0
100287898	37	33	7	19	27	19	3
105378603	0	0	0	0	0	0	0
105378602	0	0	0	0	0	0	0
105378601	0	0	0	0	0	0	0
112268220	2	0	0	0	0	0	0
107985732	0	0	0	0	0	0	0
105378600	1	0	0	0	0	0	0
105378598	5	7	0	0	1	2	0
107984904	0	0	0	0	0	1	0
105378599	0	0	0	0	0	0	0
140625	0	1	0	0	0	0	0
440556	0	0	1	3	2	1	0
63976	1	2	0	4	1	4	3
100422968	0	0	0	0	0	0	0
105378606	0	0	0	0	0	0	0
107984909	0	2	0	0	0	0	0
105378605	0	0	0	0	0	0	0
105378604	0	4	1	1	0	1	1
27237	189	334	474	1265	253	62	464
1953	119	373	269	423	286	125	448
105378608	0	0	8	3	2	0	3
693135	0	0	0	0	0	0	0
105378607	0	0	0	0	0	0	0
127262	1132	1227	592	1237	1508	1403	880
49856	234	326	174	222	260	335	203
7161	32	23	12	21	18	7	20
105378610	0	0	0	1	0	1	0
105378609	1	0	0	0	0	0	0
57212	517	835	485	387	714	527	367
148870	2	0	2	0	0	0	1
388588	1	13	59	21	5	7	24
57470	778	915	949	668	912	968	567
9731	872	1369	495	826	1116	695	691
1677	152	200	123	295	173	167	249
107984910	6	2	6	1	7	4	1
339448	270	572	348	490	354	357	333
100133612	9	10	4	19	8	8	7
728716	0	0	0	0	0	0	0
105376672	0	0	0	0	0	0	0
105376673	0	0	0	0	0	0	0
284661	0	0	0	0	0	0	0
105376674	0	0	0	0	0	0	0
105376679	0	0	0	0	0	0	0
107985376	0	2	0	0	0	1	1
55966	74	119	16	94	188	133	157
105376680	0	0	0	0	0	0	0
102724429	0	0	0	0	0	0	0
105376681	0	0	0	0	0	0	0
105376682	0	0	0	0	0	0	0
107984911	0	0	0	0	0	0	0
105376686	0	0	4	0	0	0	0
100616421	2	0	1	0	1	0	0
261734	341	448	146	263	411	396	156
8514	400	429	101	610	495	574	734
26038	2	7	3	0	2	4	3
105376687	0	0	0	0	0	0	0
6146	6952	5480	3996	7235	4897	5880	3022
107985733	34	41	85	34	23	17	32
102724450	6	7	10	8	3	5	1
388591	180	324	1299	270	226	116	267
23463	1524	2156	1753	1689	2325	1702	1538
148645	2	2	23	8	0	6	13
390992	0	0	0	0	0	0	0
387509	669	494	250	192	714	625	216
11332	364	208	273	767	329	546	524
54626	31	1	5714	1264	11	15	2630
83715	61	31	467	69	29	26	34
100422975	0	0	0	0	0	0	1
8718	266	340	178	734	222	398	224
57449	1223	1677	648	2334	1121	1663	910
79707	355	500	383	274	540	461	208
80835	1	1	0	0	4	2	1
107984912	0	0	0	0	1	0	1
3104	362	431	212	306	373	343	195
9903	863	1327	502	958	1627	1562	873
107984913	11	32	19	5	16	25	4
148479	361	543	490	498	507	406	353
90326	366	443	339	413	450	514	203
55735	807	935	895	705	1024	820	551
100505887	0	0	0	0	0	0	0
110841581	6	0	0	2	1	2	3
23261	345	334	147	724	332	413	252
105376692	0	0	0	0	0	0	0
102725193	0	0	0	0	0	0	0
101928836	2	1	0	0	0	1	0
105376691	0	0	0	0	0	0	0
105376689	33	26	16	15	16	10	13
9341	2596	2010	2121	4031	3433	3904	2418
8863	470	433	158	422	438	368	305
10911	60	44	8	3	59	118	93
3604	14	8	1	50	29	24	32
11315	2272	1912	1469	2987	2468	3510	1325
54206	899	1071	4833	2598	1535	945	6470
107984915	0	0	0	1	0	4	0
102724539	0	0	1	0	0	0	0
105376695	0	0	0	1	0	0	0
50651	24	75	15	23	32	37	29
473	1708	3005	2717	1183	3150	1681	1064
102724552	8	13	2	1	9	11	2
106632271	0	0	0	0	0	0	0
2023	10655	12130	8557	15424	10251	12135	18795
102465436	1	1	1	3	1	0	3
100505975	2	1	2	0	5	0	7
112268261	0	1	0	5	0	0	0
765	0	0	1	0	0	0	0
155184	0	0	0	0	0	0	0
6518	110	204	49	525	197	272	855
80045	206	302	1411	191	402	356	247
106614088	283	189	64	276	248	313	265
407040	10	6	2	7	5	7	14
102724571	15	12	3	11	7	15	9
9563	4342	3611	1280	2919	10748	6328	2879
80176	1112	1251	86	2112	2282	2849	1914
100506022	41	39	3	25	28	45	12
84275	126	112	101	128	111	106	70
199953	165	326	207	119	272	268	106
107985734	5	4	6	1	4	7	2
105376712	0	0	0	0	1	0	0
5293	1032	739	130	526	1070	1276	1080
644997	0	0	0	6	1	5	6
101929074	7	20	7	6	7	26	3
22883	4731	7015	2625	3229	8976	8098	6519
56998	543	522	364	246	352	400	150
105376717	55	74	57	48	36	38	25
84328	643	590	496	522	647	503	407
64802	261	385	164	166	296	206	116
113391335	3	3	6	0	2	0	1
100847055	2	1	0	3	1	0	0
116362	15	10	50	47	38	25	2
10277	1169	1842	2066	821	1654	1306	828
23095	1609	2298	749	1334	3178	1404	1717
105376725	3	1	0	3	14	1	2
5226	2063	1887	1816	4054	5805	5771	3732
100526739	77	98	52	61	66	72	17
378708	77	99	53	61	64	74	18
1325	4	3	2	4	5	6	0
1676	838	1109	1086	657	1105	837	592
5195	268	376	436	269	357	366	260
54897	442	1337	83	49	628	175	18
105376733	4	16	0	0	6	1	0
105376735	0	0	0	0	0	0	0
148345	14	11	5	20	33	29	5
23435	2972	3020	2736	3192	3634	2906	2252
10747	121	171	117	76	164	86	78
6723	668	831	535	583	1216	1272	486
5394	1385	1316	1110	1518	1544	1567	1074
105376736	38	35	44	45	54	37	31
2475	1733	2192	1353	1191	2412	1288	1025
100873935	20	33	18	21	38	11	15
10218	1	2	2	20	5	4	0
29914	367	419	230	271	500	417	210
105376737	0	0	0	0	0	0	5
105376739	5	0	0	0	0	0	0
105376740	0	0	0	0	0	0	0
57540	1	3	5	3	1	3	0
112268221	0	0	0	0	1	1	0
101929181	0	0	0	0	0	0	0
26232	8	7	1	76	27	23	15
93611	227	159	41	235	235	292	155
26270	192	165	20	392	265	361	171
10459	299	279	134	408	229	430	149
374946	362	243	0	101	410	341	18
57085	643	498	155	883	891	1145	528
284498	172	263	70	98	173	113	78
102724659	0	0	1	0	0	0	0
4524	705	1143	355	426	717	651	437
1185	560	788	466	462	873	645	500
100379251	119	136	114	81	163	121	71
4878	11	13	15	7	22	32	15
4879	0	0	8	15	0	0	214
26829	0	0	0	0	1	0	0
90231	801	908	784	1023	927	1020	812
5351	2756	3239	2341	6182	3253	3717	6095
9927	2666	2731	1875	2463	5736	3718	2448
60672	355	327	260	481	512	656	398
102466982	2	1	1	3	2	4	3
943	750	158	12	1155	3426	2227	945
102465836	18	16	33	24	51	25	35
7133	1230	815	1760	1704	3385	3155	2195
100616438	1	0	0	0	0	0	0
107984917	2	3	2	3	13	2	1
55187	7207	9203	1495	2884	10111	3619	2120
677885	28	53	5	12	51	24	2
105376744	91	49	4	51	127	71	30
9249	4762	3800	381	4406	7286	7803	1859
102466722	9	5	2	2	5	6	5
343066	224	70	0	154	518	378	47
126767	0	1	122	227	10	0	989
93190	15	14	13	12	1	0	13
390999	0	0	1	0	0	1	1
65121	0	0	0	0	0	0	0
105376745	0	0	0	0	0	0	0
440560	1	0	0	0	0	1	0
343069	1	0	0	0	0	0	0
65122	5	7	0	0	1	0	0
400735	1	0	0	0	0	0	0
343071	0	0	1	0	0	0	0
441871	0	0	0	0	0	0	0
440561	0	0	1	0	0	1	0
101929983	0	0	0	0	0	0	0
649330	0	0	0	0	0	1	2
441873	0	0	0	0	0	0	0
649324	0	0	0	0	0	0	0
440563	0	1	0	0	0	0	0
645354	0	0	0	0	0	0	0
645359	0	0	0	0	0	0	0
101060301	0	0	0	0	0	1	2
343070	0	0	0	0	0	0	0
400736	0	1	0	0	0	0	0
391003	0	0	0	0	0	0	0
343068	0	0	1	0	0	0	0
391002	0	0	0	0	0	0	0
645382	0	0	2	0	0	0	0
653619	0	0	0	0	0	0	0
729528	1	0	0	0	0	1	0
645414	0	0	0	0	0	0	0
391004	0	0	0	0	0	0	0
645425	0	0	0	0	0	0	2
126755	2	4	0	0	2	42	21
102724856	0	0	0	0	0	0	0
107984918	1	0	0	0	0	7	3
10630	926	1687	304	2126	1245	2437	2249
107984919	0	1	0	1	1	4	3
105378612	0	0	0	0	0	0	0
105376756	0	0	0	0	0	0	0
7799	1761	2317	981	1586	2432	1245	1282
23254	438	729	403	500	750	410	533
107985467	0	0	0	3	0	2	0
107985468	0	0	0	0	0	1	0
105376762	1	3	0	2	5	0	0
105376759	0	1	0	1	2	1	0
107985469	1	3	0	0	6	0	0
200197	57	85	8	56	71	56	79
55092	254	217	96	553	230	315	727
727684	0	0	4	1	2	0	0
114827	76	40	2	90	16	21	170
101927417	9	6	0	14	2	7	22
101927441	7	9	10	36	6	5	16
79180	1224	1094	1132	2392	1208	1644	1595
11330	0	0	4	2	2	5	1
63036	1	0	2	0	4	0	0
105376767	0	0	1	0	0	0	0
51032	5	13	7	3	16	3	15
842	271	392	316	258	350	301	141
23341	565	1068	571	497	779	391	386
107397391	0	0	0	0	0	0	0
79814	20	15	13	9	7	10	6
84301	1982	2484	2106	1740	2543	1418	1222
6248	262	471	317	197	432	154	190
23207	1531	1864	1862	1789	2358	2146	2136
284723	87	125	167	89	110	105	67
110806303	9	7	11	7	6	6	9
388595	2	0	10	0	1	2	0
54751	1842	2877	772	2673	1609	1354	2277
440567	44	16	16	42	34	29	20
729614	67	69	48	46	58	56	39
23013	1640	3622	1778	1075	2989	1216	1871
7709	480	545	343	567	563	736	382
149563	2	2	0	0	0	0	0
27129	62	189	363	128	116	160	249
1187	15	22	63	6	5	17	2
1188	1	1	17	0	0	0	2
348487	2	2	0	1	3	3	10
1969	236	232	315	180	500	341	704
101927479	25	36	10	11	54	15	33
128272	342	197	140	144	295	389	180
101927546	46	25	3	48	34	81	71
79363	76	98	31	81	89	135	46
54455	694	940	546	635	957	776	638
26099	2241	2438	1829	2059	2994	2766	1628
374955	1099	1187	829	896	1345	1489	720
55707	1327	1200	907	1836	1445	1728	1272
107984921	26	38	18	25	36	36	22
114819	151	341	123	114	205	105	68
26871	0	0	0	0	0	1	0
107985757	0	0	0	0	0	0	0
100132147	0	1	4	0	0	0	0
107985758	0	0	2	0	0	0	0
7195	0	0	0	0	0	0	0
55672	2139	2594	1075	1459	990	932	750
105376794	253	592	512	233	708	634	267
84809	131	309	252	112	253	253	82
11209	87	89	116	70	89	87	45
107985736	4	11	7	13	14	3	1
26869	0	1	0	0	0	0	0
107985759	0	0	0	0	0	0	0
284729	0	0	17	7	0	1	5
100189045	0	0	0	0	0	0	0
6060	0	2	1	1	0	0	0
11223	56	94	69	138	41	69	21
100500876	0	0	0	0	0	0	0
100189298	0	0	0	0	0	0	0
112267871	1	0	4	0	3	3	0
7193	0	0	0	0	0	0	0
100189183	0	0	0	0	0	0	0
105376805	110	74	35	130	29	58	16
791226	0	0	0	0	0	0	0
26870	0	1	1	1	0	0	0
9696	571	1003	399	266	597	483	226
4237	18	72	732	1470	50	66	661
105376806	8	14	220	439	20	20	203
23400	628	1449	633	781	1000	798	530
6390	994	851	566	1266	853	1103	620
11240	20	27	121	38	32	36	43
105376808	0	0	0	0	0	0	1
400743	0	0	2	70	0	0	193
29943	6	2	1014	6960	14	2	4030
51702	1	1	1	11	0	0	12
100616188	0	0	0	0	0	0	0
23569	3	3	1	1	2	0	5
353238	0	0	0	0	0	1	0
55920	1352	1470	1749	1695	1147	1486	1429
55160	712	1334	229	683	922	776	888
107984028	1	0	0	0	0	0	0
81569	0	0	0	0	0	0	0
105376809	0	0	0	0	0	0	0
105376812	0	0	0	0	0	0	0
101927876	0	0	0	0	0	0	0
84966	28	31	0	140	48	75	117
105376814	0	0	0	0	0	0	0
127707	60	181	1	7	69	27	0
5081	0	0	0	0	0	0	0
80834	0	0	1	0	0	0	2
8659	211	396	1468	92	245	191	130
100616120	0	1	0	0	0	1	0
100302276	1	0	0	0	0	0	0
126917	176	274	571	311	263	253	489
105376815	0	0	0	0	0	0	1
23352	3964	7081	4386	3326	7177	3632	3510
101927895	54	86	88	49	97	72	53
23065	969	1181	1397	910	1405	1171	1025
51154	651	491	446	592	579	743	367
246181	7	9	21	3	7	15	0
22977	24	35	31	16	20	26	11
100506730	51	57	44	21	53	49	17
8574	507	613	585	428	447	670	289
54896	243	229	407	266	324	367	245
832	3987	3605	2924	5792	4654	6323	4265
105376819	3	5	0	3	2	7	4
105376818	0	0	0	0	0	0	0
105376817	3	2	0	2	5	4	1
105378614	0	0	0	0	0	0	0
440574	426	340	184	724	439	598	234
100532736	832	988	173	1120	1489	2422	985
644068	15	11	10	31	30	22	7
4681	651	858	88	737	1309	2166	899
3362	0	0	0	0	0	0	0
255104	601	834	495	1011	682	607	270
54546	5	9	0	3	5	7	0
105376823	0	1	0	1	2	0	1
23252	334	378	448	905	345	297	297
30814	0	0	0	0	0	0	0
5320	1215	3778	2767	60	24	171	0
5322	10	9	219	2	7	3	1
26279	0	2	0	2	20	3	3
64600	0	0	16	6	0	0	0
391013	1	0	0	0	0	4	0
127733	569	793	15	50	293	153	9
101928017	16	24	0	0	7	2	0
105376825	28	13	1	0	12	10	0
105376826	0	0	1	0	0	0	0
105376827	0	0	0	0	0	0	0
105376828	0	0	0	0	0	0	0
127731	7	5	2	0	1	2	1
339505	11	5	2	4	5	0	0
55450	61	137	135	410	159	218	795
79594	492	584	554	536	693	602	442
163933	11	55	5	5	6	9	52
978	218	101	22	428	389	403	547
65018	722	926	477	1439	1191	1095	1577
102464833	13	26	12	31	26	29	32
100861548	804	933	680	1565	1308	1327	1223
1650	4630	5062	5570	6684	7592	6558	3791
57576	37	45	181	28	51	16	25
400745	0	6	2898	97	2	1	175
112268222	1019	796	1079	981	1493	1469	660
50809	4848	4955	6456	4056	7663	3762	3324
8672	3408	3298	922	2613	5407	3364	1700
105376830	8	1	0	3	7	10	3
105376829	0	0	0	0	0	0	0
100302155	0	0	0	0	0	0	0
1889	5682	4440	1808	6530	22840	13065	6082
100506801	4	23	0	3	14	16	6
105376832	0	0	0	0	0	0	0
84224	269	435	636	300	191	97	117
249	163	69	406	20	274	219	35
105376834	0	0	1	0	0	0	0
5909	606	1393	1813	97	570	322	21
84196	1399	1667	1866	1784	1733	1105	1149
401944	613	839	860	5306	1374	1284	1798
3339	5019	9305	7430	25060	14169	5909	12138
23436	3	0	0	6	0	2	1
10136	3	0	0	0	0	0	0
101928043	18	14	10	15	29	3	20
29092	168	200	156	260	136	246	72
112268223	5	2	1	22	2	11	2
998	7103	5109	4427	9228	7793	8382	5666
54361	1571	408	22	3191	2976	5192	1455
105376845	35	9	1	85	58	92	24
105376850	0	0	7	11	0	1	5
107985377	0	0	0	0	0	2	0
100616433	0	0	0	0	0	0	0
105376856	0	0	1	1	0	0	0
9923	813	1223	971	1096	1356	818	752
2046	1	1	0	0	4	2	3
102466615	0	0	0	0	0	0	0
712	3922	2051	393	15383	4850	8074	5427
714	3982	2513	546	12580	4768	9283	7774
713	3695	2473	296	11541	6497	9652	5310
2048	183	154	172	2457	295	273	1185
100616391	0	0	0	0	0	0	0
100422914	7	3	8	43	5	3	26
646262	0	0	0	0	0	0	0
729059	0	1	2	0	0	0	0
23028	1368	1510	1273	1477	1590	1242	1321
100422866	0	0	0	0	0	0	0
7798	1166	1606	894	1141	2047	906	814
3352	71	87	25	7	50	36	4
100996511	395	331	302	388	460	264	135
10236	3623	3453	3651	3715	4185	2985	2613
80818	705	1061	416	331	799	373	245
148898	90	87	103	70	114	62	44
6920	193	356	148	456	100	143	219
55616	762	1066	896	5662	683	887	2168
1870	55	46	188	76	30	48	15
101928163	1	0	2	1	0	2	0
105376859	7	3	15	7	2	3	5
3399	1233	889	1900	1775	1357	1841	1144
107984928	3	3	0	3	3	0	0
259283	0	1	1	4	7	0	0
6135	14385	11158	7213	16740	9836	14101	5984
6924	1389	1552	1105	1255	1845	1200	985
100506963	183	188	104	168	235	165	112
57095	738	608	664	721	930	830	411
105376860	147	135	156	124	174	166	120
11313	778	752	988	787	938	995	741
2582	1030	1271	855	1002	846	575	677
3155	748	787	365	801	757	932	361
105376861	0	1	1	0	0	0	0
2517	1245	1102	2880	1597	1294	1270	1014
1269	21	16	5	8	28	43	0
107984929	0	0	0	0	0	0	0
100616492	0	0	0	0	0	0	0
55629	3528	2929	2692	3806	3629	2582	1856
10772	3255	2946	2400	3075	3777	2263	1632
105378615	0	0	0	0	0	0	0
105376863	0	0	0	0	1	0	0
107984931	0	2	0	0	2	1	2
127294	9	7	0	10	25	23	18
107985737	1	0	0	0	0	1	0
105376864	0	0	0	0	0	0	0
58985	16	6	0	18	11	4	7
163702	36	71	64	41	42	27	69
284632	0	0	0	0	0	1	0
105376871	3	0	19	2	7	1	0
57822	6	3	109	10	7	5	13
90529	175	244	44	135	152	101	79
57185	1114	1892	329	870	1382	641	681
100750325	1	4	1	2	1	0	1
11123	223	496	129	289	327	166	329
100506985	22	50	11	24	29	19	13
400746	140	291	81	44	81	77	59
10250	1770	2403	2347	1449	2479	1554	1690
25932	8410	7749	10127	21445	11373	7888	19773
105376876	0	0	0	2	1	1	0
864	869	394	4	263	353	724	146
102465437	2	1	0	0	2	1	1
107984932	3	2	0	3	3	0	2
105376878	142	74	23	35	54	61	15
100616365	0	0	0	0	0	0	0
105376879	1	2	0	0	0	0	0
25949	1271	886	869	1730	1134	1217	754
57035	4609	4734	2661	3552	5226	3520	2049
105376882	2	1	1	0	0	5	1
6007	25	39	33	25	44	23	18
23585	1380	1051	682	2354	1583	1554	1356
6006	841	687	432	1422	1039	1021	908
55219	918	929	450	1184	1186	978	631
26119	391	574	961	283	790	442	233
57134	378	562	7494	546	455	569	374
57190	1580	2698	2085	1050	3126	2223	1105
56181	843	871	932	900	994	1035	449
646471	329	403	589	340	419	278	191
79000	139	149	263	143	165	203	117
164091	1181	762	2972	1438	3237	1956	607
3925	1362	864	1968	2103	1525	2048	419
100500808	78	42	113	124	78	101	21
105376885	0	0	0	0	0	0	0
5051	727	943	974	491	823	535	257
101928216	23	41	112	26	133	45	8
2134	77	89	256	174	511	186	17
7780	2915	2463	4480	61	1355	319	29
105376910	7	14	149	3	16	2	6
84676	1	1	6	1	0	3	0
149420	251	222	183	172	245	151	54
105376886	0	0	1	0	0	0	0
79927	56	101	3	11	77	62	0
110806296	0	0	0	0	0	0	0
51042	219	188	251	384	270	338	203
10256	178	371	895	408	236	79	525
378807	0	0	3	0	0	1	0
101928303	8	7	51	4	12	5	3
64793	272	325	2418	238	189	196	212
83442	3136	2244	871	3739	4504	6649	3053
91544	731	598	342	908	625	777	551
1043	366	113	2	358	275	424	72
55057	1	16	2521	150	131	95	614
257101	12	180	1	82	1418	540	27
79727	1	2	0	0	0	0	0
79947	1056	1454	536	834	1488	951	511
101928324	18	11	17	8	19	11	3
3151	3740	3244	4930	3228	3668	5142	1832
6195	936	937	261	781	1047	811	770
100302190	1	0	0	2	0	2	0
105376888	0	0	0	0	0	0	0
101928728	13	6	9	5	4	6	10
8289	1656	2939	2179	1166	2672	1460	1502
55650	331	383	225	314	355	308	200
84243	856	908	1015	772	1415	1297	765
2810	597	468	111	475	541	183	3513
54707	502	635	510	415	693	529	361
63906	227	266	247	300	255	306	173
10726	1565	1705	1021	1303	1632	2180	1094
8431	0	2	0	0	0	1	0
126695	67	156	181	69	64	27	122
388610	577	311	51	345	579	895	187
115572	75	79	31	27	33	76	65
101928391	5	11	1	3	5	7	3
6548	877	905	3243	797	1395	1176	1092
102723760	0	0	0	0	0	0	0
105376890	0	0	0	0	0	0	1
23038	922	1261	816	590	1306	1002	883
84065	585	522	400	499	685	802	321
644961	23	63	22	27	68	17	16
84958	226	255	183	443	255	76	562
9064	378	734	183	532	544	467	626
8547	20	4	18	8	61	40	0
388611	5	1	0	2	0	3	0
2827	4	4	4	4	7	4	3
10163	4302	5690	3693	2650	5958	4280	3180
105376892	0	1	5	5	3	3	3
27245	943	1277	548	625	1783	1357	697
2268	2267	853	18	571	1483	1924	973
111216282	2	0	1	1	1	5	0
2537	706	451	5436	10809	4805	24067	6315
199870	280	251	174	267	322	263	144
23673	1799	1744	958	2174	2171	1708	1506
5511	1085	918	790	919	1324	1185	647
677774	5	4	1	2	4	0	7
9473	371	256	61	660	582	706	858
6118	771	661	700	738	971	1115	356
27293	137	218	74	15	123	48	5
55113	191	192	391	229	329	266	143
2140	769	1064	650	427	1030	570	465
5724	397	359	201	417	253	491	1116
22826	2323	1608	1603	3347	2045	2202	1424
93974	1370	1362	874	1428	1199	1642	605
83667	364	444	628	637	470	609	540
54797	215	230	156	194	219	266	152
65979	1481	1633	709	864	1998	2080	790
1104	821	1024	899	769	912	823	468
8420	596	561	703	809	883	995	598
6080	32	26	22	28	53	26	20
26768	7	6	15	12	24	30	20
54952	354	307	410	604	451	572	290
85028	221	166	356	422	306	299	251
692212	14	7	37	16	8	15	12
677838	49	31	71	60	41	47	29
677825	22	16	48	49	35	29	31
692073	17	18	24	43	33	30	21
115273	60	59	87	132	40	107	255
6883	573	391	272	654	477	651	292
105378616	7	3	3	1	6	5	1
26824	0	0	0	0	2	0	0
10691	217	256	414	214	349	279	212
51441	1112	1461	1350	1195	1700	1593	852
4985	5	4	5	2	7	2	4
2035	1332	1746	713	565	1390	585	495
399474	295	423	126	112	477	262	156
6429	2013	2190	2504	1901	2511	2445	1535
51102	271	345	351	338	297	322	188
10076	1037	1179	1340	975	1442	1727	1421
101928460	0	0	0	0	1	0	0
107984933	7	6	0	7	4	9	6
107984934	16	1	0	9	9	13	5
101929406	9	14	0	0	5	4	0
105378617	0	0	0	0	0	0	0
105378618	0	0	0	0	0	0	0
4146	6	16	33	2	7	13	3
100129196	25	36	23	16	15	34	8
7805	4444	2388	623	7743	3756	6602	9934
100616164	5	0	0	1	0	0	1
105378620	2	5	0	9	9	11	6
105378621	0	2	0	0	0	0	0
105378622	0	1	0	0	0	0	0
400748	0	1	0	0	3	0	1
9672	5314	8661	1336	3897	5264	6494	5451
9698	2043	2761	2021	1845	2729	1611	1659
692234	14	23	10	15	15	11	16
692235	8	19	11	6	10	4	11
692200	1	0	0	0	0	0	0
107984935	5	0	0	1	5	0	0
79570	184	97	6	416	346	426	1089
9410	591	567	487	556	658	639	297
51538	928	636	415	1112	1099	1003	620
2170	256	259	94	141	127	106	133
105378623	0	0	0	0	0	0	0
107985470	2	0	0	0	0	0	0
347735	885	1516	1309	583	841	309	1771
105378625	2	0	15	0	0	0	3
105379772	10	11	36	4	7	0	3
149086	17	57	2	0	12	0	1
284551	30	68	8	0	21	7	2
105378626	45	56	184	52	60	16	109
64129	583	774	6618	2571	1515	710	6795
3061	131	135	150	96	157	166	88
553115	845	853	880	845	954	1265	547
107985471	38	40	52	53	39	66	35
105378628	0	2	1	0	1	0	0
1307	55	185	1941	216	55	33	25
101929444	0	5	77	7	4	3	1
576	2	10	231	103	5	1	119
100423028	0	0	0	0	0	0	2
90853	29	59	15	42	36	84	35
8073	3947	4121	2214	3041	4526	3806	2130
10657	2363	2426	2536	2198	2848	2685	1531
55116	296	261	320	202	290	392	153
